consulta_fecha,dias_anticipacion,departure_airport_id,departure_airport_name,arrival_airport_id,arrival_airport_name,departure_date,departure_time,arrival_time,airline_1,airline_2,airline_3,airline_4,operator_1,operator_2,operator_3,operator_4,travel_class,duration_min,price_clp,type,emissions_this_flight,emissions_difference_percent,stops

2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,1:12 PM,8:55 PM,Qatar Airways,American,,,,,,,Premium Economy,1363,1082337,One way,41,-16,2 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,1:55 PM,6:35 PM,United,,,,,,,,Premium Economy,1180,1495234,One way,280,,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,3:50 PM,10:35 PM,Lufthansa,United,,,,,,,Premium Economy,1305,1544860,One way,98,-12,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,12:15 PM,12:00 PM,Emirates,,,,,,,,Premium Economy,885,1757384,One way,344,8,Nonstop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,5:20 PM,10:35 PM,Lufthansa,United,,,,,,,Premium Economy,1215,1549066,One way,283,,2 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,3:50 PM,10:35 PM,Air France,Delta,,,,,,,Premium Economy,1305,1913926,One way,198,,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,6:32 PM,11:00 PM,Delta,KLM,,,,,,,Premium Economy,1168,1918131,One way,260,,2 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,4:00 PM,7:45 PM,Emirates,United,,,,,,,Premium Economy,1125,2121402,One way,552,25,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,7:35 PM,11:10 PM,British Airways,American,,,,,,,Premium Economy,1115,4948038,One way,280,,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,1:12 PM,8:55 PM,Qatar Airways,American,,,,,,,Premium Economy,1363,1082337,One way,41,-16,2 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,1:55 PM,6:35 PM,United,,,,,,,,Premium Economy,1180,1495234,One way,280,,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,3:50 PM,10:35 PM,Lufthansa,United,,,,,,,Premium Economy,1305,1544860,One way,98,-12,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,12:15 PM,12:00 PM,Emirates,,,,,,,,Premium Economy,885,1757384,One way,344,8,Nonstop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,5:20 PM,10:35 PM,Lufthansa,United,,,,,,,Premium Economy,1215,1549066,One way,283,,2 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,3:50 PM,10:35 PM,Air France,Delta,,,,,,,Premium Economy,1305,1913926,One way,198,,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,6:32 PM,11:00 PM,Delta,KLM,,,,,,,Premium Economy,1168,1918131,One way,260,,2 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,4:00 PM,7:45 PM,Emirates,United,,,,,,,Premium Economy,1125,2121402,One way,552,25,1 stop
2025-05-19,36,DFW,Dallas Fort Worth International Airport,DXB,Dubai International Airport,2025-06-24,7:35 PM,11:10 PM,British Airways,American,,,,,,,Premium Economy,1115,4948038,One way,280,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,4:35 PM,8:50 AM,Delta,KLM,,,,,,,Economy,615,706908,Round trip,443,-11,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,8:20 PM,11:40 PM,Lufthansa,,,,,,,,Economy,1280,719695,Round trip,517,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,5:10 PM,9:15 AM,Scandinavian Airlines,,,,Sas Connect,,,,Economy,605,865036,Round trip,609,22,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,8:50 PM,12:45 PM,Icelandair,,,,,,,,Economy,595,1024502,Round trip,469,-6,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,10:10 PM,9:00 PM,Scandinavian Airlines,KLM,,,,,,,Economy,1010,706507,Round trip,467,-6,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,10:10 PM,7:40 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Economy,930,706908,Round trip,476,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,1:55 PM,7:25 AM,Scandinavian Airlines,Air Canada,,,Air Canada Express - Jazz,Air Canada Express - Jazz,,,Economy,690,841203,Round trip,546,10,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,4:35 PM,12:10 PM,Air Canada,SWISS,,,,,,,Economy,815,994711,Round trip,511,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,8:20 PM,2:20 PM,Air Canada,Lufthansa,,,,,,,Economy,115,996854,Round trip,517,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,6:15 PM,11:40 AM,Air France,,,,,,,,Economy,685,1634720,Round trip,483,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,6:35 PM,12:00 PM,Brussels Airlines,Air Canada,,,,,,,Economy,685,1819492,Round trip,468,-6,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,4:35 PM,8:50 AM,Delta,KLM,,,,,,,Economy,615,706908,Round trip,443,-11,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,8:20 PM,11:40 PM,Lufthansa,,,,,,,,Economy,1280,719695,Round trip,517,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,5:10 PM,9:15 AM,Scandinavian Airlines,,,,Sas Connect,,,,Economy,605,865036,Round trip,609,22,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,8:50 PM,12:45 PM,Icelandair,,,,,,,,Economy,595,1024502,Round trip,469,-6,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,10:10 PM,9:00 PM,Scandinavian Airlines,KLM,,,,,,,Economy,1010,706507,Round trip,467,-6,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,10:10 PM,7:40 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Economy,930,706908,Round trip,476,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,1:55 PM,7:25 AM,Scandinavian Airlines,Air Canada,,,Air Canada Express - Jazz,Air Canada Express - Jazz,,,Economy,690,841203,Round trip,546,10,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,4:35 PM,12:10 PM,Air Canada,SWISS,,,,,,,Economy,815,994711,Round trip,511,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,8:20 PM,2:20 PM,Air Canada,Lufthansa,,,,,,,Economy,115,996854,Round trip,517,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,6:15 PM,11:40 AM,Air France,,,,,,,,Economy,685,1634720,Round trip,483,,1 stop
2025-05-19,6,YYZ,Toronto Pearson International Airport,ARN,Stockholm Arlanda Airport,2025-05-25,6:35 PM,12:00 PM,Brussels Airlines,Air Canada,,,,,,,Economy,685,1819492,Round trip,468,-6,1 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,4:40 PM,3:40 PM,Lufthansa,,,,,,,,First,160,12362813,One way,638,11,1 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,6:15 AM,11:55 PM,Helvetic,SWISS,,,,,,,First,2200,12408064,One way,245,,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,4:40 PM,6:45 PM,Scandinavian Airlines,Lufthansa,,,,,,,First,1265,12447821,One way,726,14,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,4:40 PM,4:35 PM,Scandinavian Airlines,Lufthansa,,,,,,,First,1135,12458788,One way,679,12,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,10:15 PM,12:35 PM,Emirates,,,,,,,,First,2000,14427061,One way,628,102,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,9:00 PM,12:15 PM,Lufthansa,United,,,,,,,First,2055,22706100,One way,351,,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,4:40 PM,3:40 PM,Lufthansa,,,,,,,,First,160,12362813,One way,638,11,1 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,6:15 AM,11:55 PM,Helvetic,SWISS,,,,,,,First,2200,12408064,One way,245,,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,4:40 PM,6:45 PM,Scandinavian Airlines,Lufthansa,,,,,,,First,1265,12447821,One way,726,14,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,4:40 PM,4:35 PM,Scandinavian Airlines,Lufthansa,,,,,,,First,1135,12458788,One way,679,12,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,10:15 PM,12:35 PM,Emirates,,,,,,,,First,2000,14427061,One way,628,102,2 stop
2025-05-19,56,EZE,Ezeiza International Airport,OSL,Oslo lufthavn,2025-07-14,9:00 PM,12:15 PM,Lufthansa,United,,,,,,,First,2055,22706100,One way,351,,2 stop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,6:00 AM,7:46 AM,United,,,,,,,,Business,226,306991,One way,256,-12,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,10:30 PM,12:12 AM,American,,,,,,,,Business,222,363075,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,5:08 PM,6:49 PM,American,,,,,,,,Business,221,414468,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,7:00 AM,8:41 AM,American,,,,,,,,Business,221,414468,One way,237,-19,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,7:25 AM,12:24 PM,Alaska,,,,,,,,Business,419,416823,One way,452,55,1 stop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,7:11 PM,9:00 PM,American,,,,,,,,Business,229,465870,One way,237,-19,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,8:15 PM,9:56 PM,American,,,,,,,,Business,221,465870,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,6:15 AM,9:58 AM,Delta,,,,,,,,Business,343,474935,One way,365,25,1 stop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,11:25 AM,1:06 PM,American,,,,,,,,Business,221,605131,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,4:14 PM,5:54 PM,American,,,,,,,,Business,220,605131,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,12:37 PM,2:33 PM,American,,,,,,,,Business,236,678029,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,8:00 PM,9:50 PM,United,,,,,,,,Business,230,806066,One way,337,16,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,8:37 AM,10:30 AM,American,,,,,,,,Business,233,969617,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,6:00 AM,7:46 AM,United,,,,,,,,Business,226,306991,One way,256,-12,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,10:30 PM,12:12 AM,American,,,,,,,,Business,222,363075,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,5:08 PM,6:49 PM,American,,,,,,,,Business,221,414468,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,7:00 AM,8:41 AM,American,,,,,,,,Business,221,414468,One way,237,-19,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,7:25 AM,12:24 PM,Alaska,,,,,,,,Business,419,416823,One way,452,55,1 stop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,7:11 PM,9:00 PM,American,,,,,,,,Business,229,465870,One way,237,-19,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,8:15 PM,9:56 PM,American,,,,,,,,Business,221,465870,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,6:15 AM,9:58 AM,Delta,,,,,,,,Business,343,474935,One way,365,25,1 stop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,11:25 AM,1:06 PM,American,,,,,,,,Business,221,605131,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,4:14 PM,5:54 PM,American,,,,,,,,Business,220,605131,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,12:37 PM,2:33 PM,American,,,,,,,,Business,236,678029,One way,299,,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,8:00 PM,9:50 PM,United,,,,,,,,Business,230,806066,One way,337,16,Nonstop
2025-05-19,44,DFW,Dallas Fort Worth International Airport,SFO,San Francisco International Airport,2025-07-02,8:37 AM,10:30 AM,American,,,,,,,,Business,233,969617,One way,299,,Nonstop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,9:55 PM,10:25 PM,Turkish Airlines,,,,,,,,Economy,1110,425284,One way,749,23,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,6:50 PM,1:50 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Economy,75,475373,One way,594,,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,5:25 PM,3:35 PM,,,,,,,,,Economy,970,527797,One way,551,-10,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,8:00 PM,8:50 PM,Turkish Airlines,,,,,,,,Economy,1130,475279,One way,770,26,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,6:50 PM,6:35 PM,Air France,KLM,,,,,,,Economy,1065,505183,One way,655,7,2 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,6:50 PM,6:35 PM,Air France,KLM,,,,,,,Economy,1065,505183,One way,666,9,2 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,9:45 AM,10:00 AM,Air Canada,United,,,Air Canada Express - Jazz,Air Canada Express - Jazz,,,Economy,1095,608069,One way,604,,2 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,9:45 AM,6:45 AM,United,,,,,,,,Economy,122,613116,One way,594,,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,10:00 AM,7:40 AM,United,,,,,,,,Economy,940,613116,One way,697,14,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,10:55 PM,8:40 PM,United,,,,,,,,Economy,945,613116,One way,589,,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,1:55 PM,10:35 AM,American,Iberia,,,,,,,Economy,880,709087,One way,650,6,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,2:28 PM,11:10 AM,Delta,,,,,,,,Economy,882,1058023,One way,563,-8,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,1:55 PM,9:25 AM,American,,,,,,,,Economy,810,1076993,One way,650,6,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,9:55 PM,10:25 PM,Turkish Airlines,,,,,,,,Economy,1110,425284,One way,749,23,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,6:50 PM,1:50 PM,KLM Cityhopper,KLM,,,KLM Cityhopper,KLM Cityhopper,,,Economy,75,475373,One way,594,,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,5:25 PM,3:35 PM,,,,,,,,,Economy,970,527797,One way,551,-10,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,8:00 PM,8:50 PM,Turkish Airlines,,,,,,,,Economy,1130,475279,One way,770,26,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,6:50 PM,6:35 PM,Air France,KLM,,,,,,,Economy,1065,505183,One way,655,7,2 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,6:50 PM,6:35 PM,Air France,KLM,,,,,,,Economy,1065,505183,One way,666,9,2 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,9:45 AM,10:00 AM,Air Canada,United,,,Air Canada Express - Jazz,Air Canada Express - Jazz,,,Economy,1095,608069,One way,604,,2 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,9:45 AM,6:45 AM,United,,,,,,,,Economy,122,613116,One way,594,,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,10:00 AM,7:40 AM,United,,,,,,,,Economy,940,613116,One way,697,14,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,10:55 PM,8:40 PM,United,,,,,,,,Economy,945,613116,One way,589,,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,1:55 PM,10:35 AM,American,Iberia,,,,,,,Economy,880,709087,One way,650,6,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,2:28 PM,11:10 AM,Delta,,,,,,,,Economy,882,1058023,One way,563,-8,1 stop
2025-05-19,51,PTY,Tocumen International Airport,LHR,Heathrow Airport,2025-07-09,1:55 PM,9:25 AM,American,,,,,,,,Economy,810,1076993,One way,650,6,1 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,10:20 AM,8:30 PM,British Airways,American,Finnair,,,,,,First,970,8217421,One way,245,,1 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,10:20 AM,9:42 PM,British Airways,American,,,,,,,First,1042,7864066,One way,243,,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,8:00 PM,8:30 PM,British Airways,Finnair,,,,,,,First,1830,8217421,One way,266,6,1 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,7:20 AM,7:47 PM,British Airways,American,,,PSA Airlines,PSA Airlines,,,First,1107,8254165,One way,308,8,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,9:40 AM,9:24 PM,United,SWISS,,,,,,,First,1064,8323428,One way,975,-7,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,9:35 AM,7:37 PM,Lufthansa,United,,,,,,,First,962,8346375,One way,89,,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,10:20 AM,7:37 PM,British Airways,American,United,,,,,,First,917,10950367,One way,75,,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,10:20 AM,8:30 PM,British Airways,American,Finnair,,,,,,First,970,8217421,One way,245,,1 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,10:20 AM,9:42 PM,British Airways,American,,,,,,,First,1042,7864066,One way,243,,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,8:00 PM,8:30 PM,British Airways,Finnair,,,,,,,First,1830,8217421,One way,266,6,1 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,7:20 AM,7:47 PM,British Airways,American,,,PSA Airlines,PSA Airlines,,,First,1107,8254165,One way,308,8,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,9:40 AM,9:24 PM,United,SWISS,,,,,,,First,1064,8323428,One way,975,-7,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,9:35 AM,7:37 PM,Lufthansa,United,,,,,,,First,962,8346375,One way,89,,2 stop
2025-05-19,37,CPH,Copenhagen Airport,ATL,Hartsfield-Jackson Atlanta International Airport,2025-06-25,10:20 AM,7:37 PM,British Airways,American,United,,,,,,First,917,10950367,One way,75,,2 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,10:59 PM,7:45 PM,British Airways,American,,,,,,,Economy,826,842711,One way,550,,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,1:21 PM,8:40 AM,Delta,,,,,,,,Economy,739,843739,One way,489,-15,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,2:20 PM,9:00 AM,Brussels Airlines,United,,,,,,,Economy,700,843739,One way,406,-29,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,7:55 PM,7:50 AM,Air Canada,,,,,,,,Economy,1735,780131,One way,516,-10,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,5:43 PM,8:40 AM,Delta,,,,,,,,Economy,1917,803814,One way,598,,2 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,9:25 AM,8:00 AM,Brussels Airlines,Air Canada,Lufthansa,United,,,,,Economy,935,839533,One way,590,,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,9:25 AM,9:45 AM,Brussels Airlines,Air Canada,,,,,,,Economy,1040,842711,One way,578,,2 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,12:15 PM,7:15 AM,Brussels Airlines,United,,,,,,,Economy,90,843739,One way,576,,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,12:15 PM,7:25 AM,Brussels Airlines,United,,,,,,,Economy,730,843739,One way,648,13,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,3:50 PM,12:45 PM,Brussels Airlines,Lufthansa,United,,,,,,Economy,835,862524,One way,622,8,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,6:32 PM,2:35 PM,KLM Cityhopper,Delta,KLM,,KLM Cityhopper,KLM Cityhopper,,,Economy,783,884393,One way,584,,2 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,10:59 PM,7:45 PM,British Airways,American,,,,,,,Economy,826,842711,One way,550,,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,1:21 PM,8:40 AM,Delta,,,,,,,,Economy,739,843739,One way,489,-15,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,2:20 PM,9:00 AM,Brussels Airlines,United,,,,,,,Economy,700,843739,One way,406,-29,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,7:55 PM,7:50 AM,Air Canada,,,,,,,,Economy,1735,780131,One way,516,-10,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,5:43 PM,8:40 AM,Delta,,,,,,,,Economy,1917,803814,One way,598,,2 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,9:25 AM,8:00 AM,Brussels Airlines,Air Canada,Lufthansa,United,,,,,Economy,935,839533,One way,590,,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,9:25 AM,9:45 AM,Brussels Airlines,Air Canada,,,,,,,Economy,1040,842711,One way,578,,2 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,12:15 PM,7:15 AM,Brussels Airlines,United,,,,,,,Economy,90,843739,One way,576,,1 stop
2025-05-19,33,DFW,Dallas Fort Worth International Airport,BRU,Brussels Airport,2025-06-21,12:15 PM,7:25 AM,Brussels Airlines,United,,,,,,,Economy,730,843739,One way,648,13,1 stop
