consulta_fecha,dias_anticipacion,departure_airport_id,departure_airport_name,arrival_airport_id,arrival_airport_name,departure_date,departure_time,arrival_time,airline_1,airline_2,airline_3,airline_4,operator_1,operator_2,operator_3,operator_4,travel_class,duration_min,price_clp,type,emissions_this_flight,emissions_difference_percent,stops
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,6:30 AM,1:20 PM,Delta,KLM,,,,,,,Premium Economy,770,1748236,One way,499,-21,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,6:05 AM,3:45 PM,Air France,Delta,,,,,,,Premium Economy,940,1816348,One way,603,,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,8:00 AM,1:20 PM,Scandinavian Airlines,KLM,,,Sas Connect,Sas Connect,,,Premium Economy,680,2571292,One way,503,-21,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,6:45 AM,11:35 AM,Brussels Airlines,Air Canada,Lufthansa,,,,,,Premium Economy,650,3363512,One way,604,,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,10:45 AM,5:20 PM,,,,,,,,,Premium Economy,755,922459,One way,621,,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,2:15 PM,7:55 PM,KLM Cityhopper,Delta,KLM,,KLM Cityhopper,KLM Cityhopper,,,Premium Economy,700,1643846,One way,592,-7,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,9:55 AM,3:40 PM,Scandinavian Airlines,,,,,,,,Premium Economy,705,2109746,One way,568,-11,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,7:45 PM,5:20 PM,,,,,,,,,Premium Economy,1655,940416,One way,621,,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,11:10 AM,11:13 PM,Scandinavian Airlines,Delta,,,,,,,Premium Economy,1083,1614461,One way,658,,2 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,7:25 PM,8:10 PM,British Airways,,,,,,,,Premium Economy,1845,1627339,One way,701,10,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,11:15 AM,9:30 PM,British Airways,American,Iberia,,Republic Airways,Republic Airways,,,Premium Economy,975,1636681,One way,655,,2 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,11:15 AM,9:30 PM,British Airways,American,,,Republic Airways,Republic Airways,,,Premium Economy,975,1636681,One way,653,,2 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,12:45 PM,8:55 PM,Air France,Delta,,,,,,,Premium Economy,850,1706698,One way,691,9,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,6:30 AM,1:20 PM,Delta,KLM,,,,,,,Premium Economy,770,1748236,One way,499,-21,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,6:05 AM,3:45 PM,Air France,Delta,,,,,,,Premium Economy,940,1816348,One way,603,,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,8:00 AM,1:20 PM,Scandinavian Airlines,KLM,,,Sas Connect,Sas Connect,,,Premium Economy,680,2571292,One way,503,-21,1 stop
2025-05-19,50,OSL,Oslo lufthavn,YYZ,Toronto Pearson International Airport,2025-07-08,6:45 AM,11:35 AM,Brussels Airlines,Air Canada,Lufthansa,,,,,,Premium Economy,650,3363512,One way,604,,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,11:10 AM,9:40 AM,Etihad,,,,,,,,First,990,5932471,Round trip,166,-7,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,10:50 PM,9:40 AM,Etihad,,,,Wamos Air,,,,First,1730,6692181,Round trip,498,,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,8:10 PM,5:05 PM,Helvetic,SWISS,,,Helvetic,Helvetic,,,First,895,7975060,Round trip,115,-9,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,11:30 AM,8:35 AM,Emirates,,,,,,,,First,905,8357616,Round trip,606,6,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,4:20 PM,5:25 PM,British Airways,Qantas,,,,,,,First,1145,8091318,Round trip,779,11,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,3:45 PM,2:05 PM,Emirates,,,,,,,,First,980,8357616,Round trip,605,6,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,10:10 PM,9:45 PM,Emirates,,,,,,,,First,1055,8357616,Round trip,675,8,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,4:55 PM,4:30 PM,Air France,,,,,,,,First,1055,8848726,Round trip,555,,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,6:40 PM,4:05 PM,Singapore Airlines,Lufthansa,,,,,,,First,925,9726743,Round trip,699,8,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,11:10 AM,9:40 AM,Etihad,,,,,,,,First,990,5932471,Round trip,166,-7,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,10:50 PM,9:40 AM,Etihad,,,,Wamos Air,,,,First,1730,6692181,Round trip,498,,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,8:10 PM,5:05 PM,Helvetic,SWISS,,,Helvetic,Helvetic,,,First,895,7975060,Round trip,115,-9,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,11:30 AM,8:35 AM,Emirates,,,,,,,,First,905,8357616,Round trip,606,6,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,4:20 PM,5:25 PM,British Airways,Qantas,,,,,,,First,1145,8091318,Round trip,779,11,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,3:45 PM,2:05 PM,Emirates,,,,,,,,First,980,8357616,Round trip,605,6,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,10:10 PM,9:45 PM,Emirates,,,,,,,,First,1055,8357616,Round trip,675,8,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,4:55 PM,4:30 PM,Air France,,,,,,,,First,1055,8848726,Round trip,555,,1 stop
2025-05-19,40,FCO,Leonardo da Vinci International Airport,SIN,Singapore Changi Airport,2025-06-28,6:40 PM,4:05 PM,Singapore Airlines,Lufthansa,,,,,,,First,925,9726743,Round trip,699,8,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,1:25 AM,2:20 PM,British Airways,Finnair,,,,,,,First,775,5793316,One way,182,30,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,7:55 AM,9:00 PM,British Airways,Finnair,,,,,,,First,785,5793316,One way,182,30,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,1:10 AM,2:20 PM,British Airways,Qatar Airways,Finnair,,,,,,First,790,6006362,One way,334,39,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,8:00 AM,9:00 PM,British Airways,Qatar Airways,Finnair,,,,,,First,175,6006362,One way,334,39,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,1:25 AM,2:20 PM,British Airways,Finnair,,,,,,,First,775,5793316,One way,182,30,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,7:55 AM,9:00 PM,British Airways,Finnair,,,,,,,First,785,5793316,One way,182,30,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,1:10 AM,2:20 PM,British Airways,Qatar Airways,Finnair,,,,,,First,790,6006362,One way,334,39,1 stop
2025-05-19,9,DOH,Hamad International Airport,HEL,Helsinki Airport,2025-05-28,8:00 AM,9:00 PM,British Airways,Qatar Airways,Finnair,,,,,,First,175,6006362,One way,334,39,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,8:25 PM,4:35 PM,Air Europa,,,,,,,,Business,790,1784061,One way,731,-14,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,6:50 PM,16:50 PM,KLM,,,,,,,,Business,275,1914205,One way,325,16,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,7:55 PM,5:10 PM,Air France,,,,,,,,Business,855,1914579,One way,966,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,10:05 PM,9:00 AM,Avianca,,,,,,,,Business,1675,1671493,One way,37,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,9:55 AM,2:00 PM,Avianca,Iberia,,,,,,,Business,1265,1934119,One way,5,,2 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,10:05 PM,7:25 AM,Avianca,,,,,,,,Business,1580,2029670,One way,37,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,9:55 AM,9:00 AM,Avianca,,,,,,,,Business,965,2318755,One way,37,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,6:50 PM,4:25 PM,KLM,,,,,,,,Business,875,2494431,One way,303,15,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,5:20 PM,12:45 PM,Iberia,,,,,,,,Business,745,2560438,One way,926,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,8:25 PM,4:35 PM,Air Europa,,,,,,,,Business,790,1784061,One way,731,-14,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,6:50 PM,16:50 PM,KLM,,,,,,,,Business,275,1914205,One way,325,16,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,7:55 PM,5:10 PM,Air France,,,,,,,,Business,855,1914579,One way,966,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,10:05 PM,9:00 AM,Avianca,,,,,,,,Business,1675,1671493,One way,37,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,9:55 AM,2:00 PM,Avianca,Iberia,,,,,,,Business,1265,1934119,One way,5,,2 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,10:05 PM,7:25 AM,Avianca,,,,,,,,Business,1580,2029670,One way,37,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,9:55 AM,9:00 AM,Avianca,,,,,,,,Business,965,2318755,One way,37,,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,6:50 PM,4:25 PM,KLM,,,,,,,,Business,875,2494431,One way,303,15,1 stop
2025-05-19,47,PTY,Tocumen International Airport,BCN,Josep Tarradellas Barcelona-El Prat Airport,2025-07-05,5:20 PM,12:45 PM,Iberia,,,,,,,,Business,745,2560438,One way,926,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,HEL,Helsinki Airport,2025-05-30,7:05 AM,6:25 PM,Finnair,,,,Nordic Reg,,,,Premium Economy,980,1852578,Round trip,951,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,VIE,Vienna International Airport,2025-05-30,11:25 PM,7:40 AM,Austrian,,,,,,,,Premium Economy,795,2335853,Round trip,877,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,MUC,Munich International Airport,2025-05-30,11:00 PM,8:10 AM,Lufthansa,,,,Lufthansa CityLine,,,,Premium Economy,850,2339801,Round trip,872,-6,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,SIN,Singapore Changi Airport,2025-05-30,1:20 PM,8:10 AM,Finnair,Jetstar,,,,,,,Premium Economy,1430,2284521,Round trip,173,27,2 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,HKG,Hong Kong International Airport,2025-05-30,3:00 PM,8:10 AM,Cathay Pacific,Finnair,,,,,,,Premium Economy,1330,2302854,Round trip,36,12,2 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,VIE,Vienna International Airport,2025-05-30,11:25 PM,10:30 AM,Austrian,,,,,,,,Premium Economy,965,2333737,Round trip,878,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,MUC,Munich International Airport,2025-05-30,11:00 PM,8:35 AM,Lufthansa,,,,,,,,Premium Economy,875,2337686,Round trip,872,-6,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,AMS,Amsterdam Airport,2025-05-30,12:05 PM,10:10 PM,KLM,,,,,,,,Premium Economy,905,2552459,Round trip,961,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,HEL,Helsinki Airport,2025-05-30,7:05 AM,6:25 PM,Finnair,,,,Nordic Reg,,,,Premium Economy,980,1852578,Round trip,951,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,VIE,Vienna International Airport,2025-05-30,11:25 PM,7:40 AM,Austrian,,,,,,,,Premium Economy,795,2335853,Round trip,877,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,MUC,Munich International Airport,2025-05-30,11:00 PM,8:10 AM,Lufthansa,,,,Lufthansa CityLine,,,,Premium Economy,850,2339801,Round trip,872,-6,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,SIN,Singapore Changi Airport,2025-05-30,1:20 PM,8:10 AM,Finnair,Jetstar,,,,,,,Premium Economy,1430,2284521,Round trip,173,27,2 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,HKG,Hong Kong International Airport,2025-05-30,3:00 PM,8:10 AM,Cathay Pacific,Finnair,,,,,,,Premium Economy,1330,2302854,Round trip,36,12,2 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,VIE,Vienna International Airport,2025-05-30,11:25 PM,10:30 AM,Austrian,,,,,,,,Premium Economy,965,2333737,Round trip,878,,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,MUC,Munich International Airport,2025-05-30,11:00 PM,8:35 AM,Lufthansa,,,,,,,,Premium Economy,875,2337686,Round trip,872,-6,1 stop
2025-05-19,11,BKK,Suvarnabhumi Airport,AMS,Amsterdam Airport,2025-05-30,12:05 PM,10:10 PM,KLM,,,,,,,,Premium Economy,905,2552459,Round trip,961,,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,12:40 AM,3:20 PM,Avianca,,,,,,,,Economy,700,236033,One way,541,-7,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,2:00 PM,5:35 AM,Avianca,,,,,,,,Economy,755,236033,One way,488,-16,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,11:20 PM,3:20 PM,Avianca,,,,,,,,Economy,145,236033,One way,505,-13,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,9:50 AM,12:10 AM,COPA,,,,,,,,Economy,680,256875,One way,637,9,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,1:05 PM,3:50 AM,COPA,,,,,,,,Economy,705,256875,One way,637,9,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,4:55 AM,12:40 AM,Avianca,,,,,,,,Economy,1005,236033,One way,541,-7,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,5:50 AM,12:10 AM,COPA,,,,,,,,Economy,920,237242,One way,630,8,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,2:00 PM,1:10 PM,Avianca,,,,,,,,Economy,1210,348996,One way,530,-9,2 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,5:50 AM,8:50 PM,COPA,,,,,,,,Economy,100,349915,One way,630,8,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,3:30 PM,6:30 AM,COPA,,,,,,,,Economy,98,349915,One way,630,8,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,12:40 AM,3:20 PM,Avianca,,,,,,,,Economy,700,236033,One way,541,-7,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,2:00 PM,5:35 AM,Avianca,,,,,,,,Economy,755,236033,One way,488,-16,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,11:20 PM,3:20 PM,Avianca,,,,,,,,Economy,145,236033,One way,505,-13,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,9:50 AM,12:10 AM,COPA,,,,,,,,Economy,680,256875,One way,637,9,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,1:05 PM,3:50 AM,COPA,,,,,,,,Economy,705,256875,One way,637,9,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,4:55 AM,12:40 AM,Avianca,,,,,,,,Economy,1005,236033,One way,541,-7,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,5:50 AM,12:10 AM,COPA,,,,,,,,Economy,920,237242,One way,630,8,1 stop
2025-05-19,21,MEX,Mexico City International Airport,BOG,El Dorado International Airport,2025-06-09,2:00 PM,1:10 PM,Avianca,,,,,,,,Economy,1210,348996,One way,530,-9,2 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,5:50 AM,8:50 PM,COPA,,,,,,,,Economy,100,349915,One way,630,8,1 stop
2025-05-19,21,MEX,Mexico City International Airport,PTY,Tocumen International Airport,2025-06-09,3:30 PM,6:30 AM,COPA,,,,,,,,Economy,98,349915,One way,630,8,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,1:26 PM,6:29 PM,American,Envoy Air,,,Envoy Air,Envoy Air,,,First,243,265786,One way,347,99,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,7:00 AM,10:22 AM,Delta,,,,Republic Airways Delta Connection,,,,First,142,274290,One way,309,78,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,4:59 PM,8:20 PM,American,,,,,,,,First,141,399524,One way,199,14,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,1:40 PM,7:10 PM,American,,,,SkyWest Airlines,,,,First,270,265786,One way,336,93,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,8:35 AM,2:31 PM,American,,,,,,,,First,296,292701,One way,264,52,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,6:27 PM,10:07 PM,Delta,,,,Endeavor Air DBA Delta Connection,,,,First,160,362141,One way,319,83,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,10:35 AM,1:59 PM,Delta,,,,Endeavor Air DBA Delta Connection,,,,First,144,484571,One way,319,83,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,1:31 PM,5:09 PM,Delta,,,,Endeavor Air DBA Delta Connection,,,,First,158,484571,One way,319,83,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,10:03 AM,1:28 PM,American,,,,,,,,First,145,708860,One way,199,14,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,5:55 PM,7:02 AM,Alaska,,,,,,,,First,727,1197197,One way,734,322,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,10:00 AM,10:59 PM,Alaska,,,,,,,,First,719,1262617,One way,734,322,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,1:26 PM,6:29 PM,American,Envoy Air,,,Envoy Air,Envoy Air,,,First,243,265786,One way,347,99,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,7:00 AM,10:22 AM,Delta,,,,Republic Airways Delta Connection,,,,First,142,274290,One way,309,78,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,4:59 PM,8:20 PM,American,,,,,,,,First,141,399524,One way,199,14,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,1:40 PM,7:10 PM,American,,,,SkyWest Airlines,,,,First,270,265786,One way,336,93,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,8:35 AM,2:31 PM,American,,,,,,,,First,296,292701,One way,264,52,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,6:27 PM,10:07 PM,Delta,,,,Endeavor Air DBA Delta Connection,,,,First,160,362141,One way,319,83,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,10:35 AM,1:59 PM,Delta,,,,Endeavor Air DBA Delta Connection,,,,First,144,484571,One way,319,83,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,1:31 PM,5:09 PM,Delta,,,,Endeavor Air DBA Delta Connection,,,,First,158,484571,One way,319,83,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,10:03 AM,1:28 PM,American,,,,,,,,First,145,708860,One way,199,14,Nonstop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,5:55 PM,7:02 AM,Alaska,,,,,,,,First,727,1197197,One way,734,322,1 stop
2025-05-19,24,ORD,Chicago O'Hare International Airport,JFK,John F. Kennedy International Airport,2025-06-12,10:00 AM,10:59 PM,Alaska,,,,,,,,First,719,1262617,One way,734,322,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,7:40 PM,7:15 AM,Qatar Airways,,,,,,,,Business,1055,3426041,Round trip,261,24,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:25 PM,10:40 AM,Lufthansa,,,,,,,,Business,1035,3765992,Round trip,751,,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:15 PM,6:15 AM,Cathay Pacific,SWISS,,,,,,,Business,,4017640,Round trip,310,-12,Nonstop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,7:30 AM,10:30 PM,China Eastern,Air France,,,,,,,Business,,3512791,Round trip,79,17,2 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:25 PM,8:50 AM,Lufthansa,,,,,,,,Business,925,3765992,Round trip,754,,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:25 PM,9:45 AM,Lufthansa,Helvetic,SWISS,,Helvetic Airways,Helvetic Airways,,,Business,980,3765992,Round trip,741,,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,9:25 AM,7:35 PM,Cathay Pacific,SWISS,,,,,,,Business,970,4314574,Round trip,834,8,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,7:45 AM,7:35 PM,SWISS,THAI,,,,,,,Business,1070,4349585,Round trip,576,,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,7:40 PM,7:15 AM,Qatar Airways,,,,,,,,Business,1055,3426041,Round trip,261,24,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:25 PM,10:40 AM,Lufthansa,,,,,,,,Business,1035,3765992,Round trip,751,,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:15 PM,6:15 AM,Cathay Pacific,SWISS,,,,,,,Business,,4017640,Round trip,310,-12,Nonstop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,7:30 AM,10:30 PM,China Eastern,Air France,,,,,,,Business,,3512791,Round trip,79,17,2 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:25 PM,8:50 AM,Lufthansa,,,,,,,,Business,925,3765992,Round trip,754,,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,11:25 PM,9:45 AM,Lufthansa,Helvetic,SWISS,,Helvetic Airways,Helvetic Airways,,,Business,980,3765992,Round trip,741,,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,9:25 AM,7:35 PM,Cathay Pacific,SWISS,,,,,,,Business,970,4314574,Round trip,834,8,1 stop
2025-05-19,15,HKG,Hong Kong International Airport,ZRH,Zurich Airport,2025-06-03,7:45 AM,7:35 PM,SWISS,THAI,,,,,,,Business,1070,4349585,Round trip,576,,1 stop
2025-05-19,52,ZRH,Zurich Airport,BKK,Suvarnabhumi Airport,2025-07-10,10:55 AM,7:05 AM,ITA,,,,,,,,Business,910,2879833,Round trip,810,-21,1 stop
2025-05-19,52,ZRH,Zurich Airport,BKK,Suvarnabhumi Airport,2025-07-10,10:35 PM,6:35 PM,Etihad,,,,,,,,Business,155,3221641,Round trip,242,,1 stop
